1,ing_Ethyl_Butanoate,684.32,3031000,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,120978,us,0.7652,0.0313,0.2035,FALSE,,
2,dummy_ing_Ethyl_Butanoate_dense,688.432,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,108492.2395,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
3,dummy_ing_Ethyl_Butanoate_dense,692.544,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,94867.09278,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
4,dummy_ing_Ethyl_Butanoate_dense,696.656,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,84168.02783,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
5,ing_Ethyl_Butanoate,698.71,3024000,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,85520,us,0.7652,0.0313,0.2035,FALSE,,
6,dummy_ing_Ethyl_Butanoate_dense,700.768,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,75713.67696,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
7,dummy_ing_Ethyl_Butanoate_dense,704.88,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,69004.61493,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
8,dummy_ing_Ethyl_Butanoate_dense,708.992,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,63670.68663,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
9,dummy_ing_Ethyl_Butanoate_dense,713.104,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,59434.62311,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
10,dummy_ing_Ethyl_Butanoate_dense,717.216,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,56086.59322,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
11,ing_Ethyl_Butanoate,719.03,2978000,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,54544,us,0.7652,0.0313,0.2035,FALSE,,
12,dummy_ing_Ethyl_Butanoate_dense,721.328,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,53466.18083,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
13,dummy_ing_Ethyl_Butanoate_dense,725.44,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,51449.45797,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
14,dummy_ing_Ethyl_Butanoate_dense,729.552,2971500,0.9997543,MB-C5H10O2,0.0313,AR,0.7652,Tig,49939.58958,us,0.7652,0.0313,0.2035,TRUE,Smoothed Ethyl ln(tau) spline; NTC bounds mode=manual; equal points in before_ntc / ntc / after_ntc,before_ntc
